Country,Name,Artist,Listeners,Longitude,Latitude
Egypt,Nothing Else Matters,Metallica,1497462,26.8206,30.8025
Egypt,Smells Like Teen Spirit,Nirvana,3206072,26.8206,30.8025
Egypt,Hello,Adele,820388,26.8206,30.8025
Egypt,Karma Police,Radiohead,2466252,26.8206,30.8025
Algeria,Creep,Radiohead,2870305,28.0339,1.6596
Algeria,Losing My Religion,R.E.M.,1842134,28.0339,1.6596
Algeria,Do I Wanna Know?,Arctic Monkeys,2128754,28.0339,1.6596
Algeria,Intro,The xx,1432916,28.0339,1.6596
Algeria,Starlight,Muse,1675102,28.0339,1.6596
Algeria,Numb,Linkin Park,2126574,28.0339,1.6596
Algeria,Wonderwall,Oasis,2260888,28.0339,1.6596
Algeria,Sultans of Swing,Dire Straits,1522259,28.0339,1.6596
Algeria,Shape of You,Ed Sheeran,951830,28.0339,1.6596
Algeria,Smells Like Teen Spirit,Nirvana,3206072,28.0339,1.6596
Morocco,Smells Like Teen Spirit,Nirvana,3206072,31.7917,-7.0926
Morocco,Sultans of Swing,Dire Straits,1522259,31.7917,-7.0926
Morocco,The Less I Know the Better,Tame Impala,1820269,31.7917,-7.0926
Morocco,Creep,Radiohead,2870305,31.7917,-7.0926
Morocco,Intro,The xx,1432916,31.7917,-7.0926
Morocco,Can't Feel My Face,The Weeknd,1322599,31.7917,-7.0926
Morocco,Do I Wanna Know?,Arctic Monkeys,2128754,31.7917,-7.0926
Morocco,HUMBLE.,Kendrick Lamar,1544791,31.7917,-7.0926
Morocco,Back to Black,Amy Winehouse,1956807,31.7917,-7.0926
Morocco,Seven Nation Army,The White Stripes,2343189,31.7917,-7.0926
Kenya,Can't Feel My Face,The Weeknd,1322599,-0.0236,37.9062
Kenya,Hello,Adele,820388,-0.0236,37.9062
Kenya,Hotline Bling,Drake,978214,-0.0236,37.9062
Kenya,Viva la Vida,Coldplay,2598238,-0.0236,37.9062
Kenya,Sorry,Justin Bieber,917151,-0.0236,37.9062
Kenya,HUMBLE.,Kendrick Lamar,1544791,-0.0236,37.9062
Kenya,The Scientist,Coldplay,2306951,-0.0236,37.9062
Kenya,One Dance,Drake,1289824,-0.0236,37.9062
Kenya,Stressed Out,Twenty One Pilots,1296206,-0.0236,37.9062
Kenya,Adventure Of A Lifetime,Coldplay,780018,-0.0236,37.9062
Ethiopia,Fast Car,Tracy Chapman,1010260,9.145,40.4897
Ethiopia,Tainted Love,Soft Cell,1473476,9.145,40.4897
Ethiopia,High and Dry,Radiohead,1818733,9.145,40.4897
Ethiopia,Losing My Religion,R.E.M.,1842134,9.145,40.4897
Ethiopia,Zombie,The Cranberries,2012693,9.145,40.4897
Ethiopia,Sweet Child o' Mine,Guns N' Roses,2065128,9.145,40.4897
Ethiopia,Teardrop,Massive Attack,1600282,9.145,40.4897
Ethiopia,Bitter Sweet Symphony,The Verve,1541354,9.145,40.4897
Ethiopia,Gimme Shelter,The Rolling Stones,1351685,9.145,40.4897
Ethiopia,Glory Box,Portishead,1264113,9.145,40.4897
Ghana,Rolling in the Deep,Adele,2083061,7.9465,-1.0232
Ghana,Fix You,Coldplay,2063808,7.9465,-1.0232
Ghana,Someone Like You,Adele,1689461,7.9465,-1.0232
Ghana,Make You Feel My Love,Adele,1070957,7.9465,-1.0232
Ghana,Yellow,Coldplay,2642867,7.9465,-1.0232
Ghana,Stronger,Kanye West,2271556,7.9465,-1.0232
Ghana,Set Fire to the Rain,Adele,1575630,7.9465,-1.0232
Ghana,September,"Earth, Wind & Fire",1548109,7.9465,-1.0232
Ghana,Hello,Adele,820388,7.9465,-1.0232
Ghana,Is This Love,Bob Marley & The Wailers,923356,7.9465,-1.0232
Uganda,Hello,Adele,820388,1.3733,32.2903
Uganda,Lean On (feat. MØ & DJ Snake),Major Lazer,804664,1.3733,32.2903
Uganda,Jamming,Bob Marley & The Wailers,773492,1.3733,32.2903
Uganda,Rolling in the Deep,Adele,2083061,1.3733,32.2903
Uganda,No Scrubs,TLC,1233419,1.3733,32.2903
Uganda,Three Little Birds,Bob Marley & The Wailers,1056409,1.3733,32.2903
Uganda,Ready or Not,Fugees,748291,1.3733,32.2903
Uganda,All That She Wants,Ace of Base,721455,1.3733,32.2903
Uganda,On The Low,Burna Boy,88331,1.3733,32.2903
Uganda,Ye,Burna Boy,88834,1.3733,32.2903
Australia,Mr. Brightside,The Killers,3072882,-25.2744,133.7751
Australia,The Less I Know the Better,Tame Impala,1820269,-25.2744,133.7751
Australia,Feel Good Inc.,Gorillaz,2661048,-25.2744,133.7751
Australia,Africa,Toto,1647599,-25.2744,133.7751
Australia,Smells Like Teen Spirit,Nirvana,3206072,-25.2744,133.7751
Australia,Can't Feel My Face,The Weeknd,1322599,-25.2744,133.7751
Australia,Seven Nation Army,The White Stripes,2343189,-25.2744,133.7751
Australia,Under the Bridge,Red Hot Chili Peppers,2211851,-25.2744,133.7751
Australia,Teardrop,Massive Attack,1600282,-25.2744,133.7751
Australia,Everybody Wants to Rule the World,Tears for Fears,1938938,-25.2744,133.7751
New Zealand,Mr. Brightside,The Killers,3072882,-40.9006,174.886
New Zealand,Feel Good Inc.,Gorillaz,2661048,-40.9006,174.886
New Zealand,Smells Like Teen Spirit,Nirvana,3206072,-40.9006,174.886
New Zealand,Seven Nation Army,The White Stripes,2343189,-40.9006,174.886
New Zealand,Under the Bridge,Red Hot Chili Peppers,2211851,-40.9006,174.886
New Zealand,Africa,Toto,1647599,-40.9006,174.886
New Zealand,Creep,Radiohead,2870305,-40.9006,174.886
New Zealand,The Less I Know the Better,Tame Impala,1820269,-40.9006,174.886
New Zealand,Everlong,Foo Fighters,2339983,-40.9006,174.886
New Zealand,Karma Police,Radiohead,2466252,-40.9006,174.886
Papua New Guinea,Close to You,Maxi Priest,95253,-6.3149,143.9555
Papua New Guinea,Famous,French Montana,19915,-6.3149,143.9555
Papua New Guinea,Our Dream,Justin Wellington,107,-6.3149,143.9555
Fiji,Careless Whisper,George Michael,1272266,-17.7134,178.065
Fiji,The Less I Know the Better,Tame Impala,1820269,-17.7134,178.065
Fiji,Feel Good Inc.,Gorillaz,2661048,-17.7134,178.065
Fiji,Pumped Up Kicks,Foster the People,2194143,-17.7134,178.065
Fiji,Billie Jean,Michael Jackson,2228528,-17.7134,178.065
Fiji,Sexual Healing,Marvin Gaye,699205,-17.7134,178.065
Fiji,505,Arctic Monkeys,2005903,-17.7134,178.065
Fiji,Mr. Brightside,The Killers,3072882,-17.7134,178.065
Fiji,PRIDE.,Kendrick Lamar,1178704,-17.7134,178.065
Fiji,HUMBLE.,Kendrick Lamar,1544791,-17.7134,178.065
Samoa,Fade Into You,Mazzy Star,1345930,-13.759,-172.1046
Samoa,Royals,Lorde,1635773,-13.759,-172.1046
Samoa,Can't Stop,Red Hot Chili Peppers,1823672,-13.759,-172.1046
Samoa,Livin' on a Prayer,Bon Jovi,1601756,-13.759,-172.1046
Samoa,Maps,Yeah Yeah Yeahs,1226661,-13.759,-172.1046
Samoa,Hello,Adele,820388,-13.759,-172.1046
Samoa,Youth,Daughter,730635,-13.759,-172.1046
Samoa,Million Reasons,Lady Gaga,480702,-13.759,-172.1046
Samoa,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,487997,-13.759,-172.1046
Samoa,Superstar,Sonic Youth,627922,-13.759,-172.1046
