Country,Longitude,Latitude,Artist,Listeners,longitude_offset,latitude_offset
France,46.6034,1.8883,David Bowie,4621259,45.021422916885896,3.2264450210890208
France,46.6034,1.8883,Daft Punk,5226051,45.275515365587516,3.3066870466759304
France,46.6034,1.8883,Queen,5891543,48.32116873754506,3.40237450165523
France,46.6034,1.8883,Coldplay,7483430,45.57816869429747,0.13730212591881186
France,46.6034,1.8883,The Beatles,5334045,45.96598961887941,0.2890818402006943
France,46.6034,1.8883,The Rolling Stones,5025373,47.98519260533734,1.370271776808135
France,46.6034,1.8883,Red Hot Chili Peppers,6036073,45.21502184318451,0.4817389343961844
France,46.6034,1.8883,Michael Jackson,5325643,47.360754087655344,1.3258981789285582
France,46.6034,1.8883,Nirvana,6095792,45.524552471828606,2.41136101460843
Italy,41.8719,12.5674,David Bowie,4621259,41.23937477380556,14.06476929007081
Italy,41.8719,12.5674,Radiohead,6589277,43.494906092115244,13.621780530669817
Italy,41.8719,12.5674,Pink Floyd,4426284,40.802186701494776,12.424746630887354
Italy,41.8719,12.5674,Queen,5891543,43.011237638015785,11.877204518769437
Italy,41.8719,12.5674,Coldplay,7483430,43.27216189812229,11.214475014286997
Italy,41.8719,12.5674,The Beatles,5334045,43.59357436341286,12.61537195066673
Italy,41.8719,12.5674,The Rolling Stones,5025373,42.755583999971485,11.659106675749626
Italy,41.8719,12.5674,The Cure,4338832,40.351356316406104,12.121302366958576
Italy,41.8719,12.5674,Nirvana,6095792,41.742155319445665,11.55786665327295
Italy,41.8719,12.5674,Red Hot Chili Peppers,6036073,40.58319838164807,11.726399318656542
Spain,40.4637,-3.7492,David Bowie,4621259,41.87079543643201,-3.302137066192267
Spain,40.4637,-3.7492,Queen,5891543,41.725105087942296,-2.0468242956195697
Spain,40.4637,-3.7492,Coldplay,7483430,40.956885172508706,-4.734470511230242
Spain,40.4637,-3.7492,Radiohead,6589277,38.571750674107804,-4.180815869414258
Spain,40.4637,-3.7492,The Rolling Stones,5025373,39.521393055943996,-3.08954438090169
